0,1
-0.05,2
-0.05,3
-0.06,4
-0.05,5
-0.01,6
-0.04,7
0,8
-0.05,9
-0.05,10
0,11
-0.01,12
-0.05,13
-0.06,14
0.01,15
-0.04,16
-0.05,17
-0.06,18
0,19
-0.07,20
0,21
0,22
-0.05,23
0.01,24
-0.06,25
-0.02,26
-0.06,27
0.01,28
-0.05,29
-0.07,30
0.02,31
-0.04,32
-0.04,33
